number,state,created,closed,type,component_v1,root_cause_v1,severity_v1,confidence_v1,refined,component_v2,root_cause_v2,severity_v2,confidence_v2,fix_reason,note
1554,OPEN,2026-06-01,"",defect,format-swift-other,design-gap-other,wrong-result,high,no,format-swift-other,design-gap-other,wrong-result,,,"Swift virtual repo read endpoints return 404; query artifacts by virtual id instead of members"
1555,OPEN,2026-06-01,"",enhancement,virtual-repo,n/a,none,high,no,virtual-repo,n/a,none,,,"Extend S3 presigned-URL redirects to virtual repo downloads to free dispatcher threads"
1558,OPEN,2026-06-02,"",feature,proxy-remote,n/a,none,high,no,proxy-remote,n/a,none,,,"Request publish-age cooldown/quarantine policy for pull-through proxy caches"
1559,OPEN,2026-06-02,"",feature,proxy-remote,n/a,none,high,no,proxy-remote,n/a,none,,,"Request dynamic AWS upstream auth providers (ECR, CodeArtifact) for remote repos"
1560,CLOSED,2026-06-02,2026-06-02,defect,format-maven,format-compat,degraded,high,no,format-maven,format-compat,degraded,,,"mvn deploy 401: dual Basic+Bearer WWW-Authenticate breaks Apache HttpClient scheme selection"
1561,OPEN,2026-06-02,"",defect,sbom-scanning,db-schema-query,wrong-result,high,no,sbom-scanning,db-schema-query,wrong-result,,,"SBOM CVE false-positive returns NOT_FOUND; cve_history table never populated for displayed findings"
1562,OPEN,2026-06-02,"",defect,format-maven,format-compat,wrong-result,high,no,format-maven,format-compat,wrong-result,,,"Maven virtual 404s remote-only artifact (e.g. parent POM) that remote member serves 200 directly; breaks resolution."
1563,OPEN,2026-06-02,"",defect,sbom-scanning,config-error,degraded,med,no,sbom-scanning,config-error,degraded,,,"OpenSCAP scan fails permission-denied creating workspace; Grype scan fails resolving localhost:8080 OCI image."
1565,OPEN,2026-06-02,"",defect,edge-replication,config-error,wrong-result,high,no,edge-replication,config-error,wrong-result,,,"Peer replication ignores S3 backend, reads from local STORAGE_PATH; sync fails for S3-stored artifacts."
1566,OPEN,2026-06-02,"",defect,format-terraform-conda,format-compat,wrong-result,high,no,format-terraform-conda,format-compat,wrong-result,,,"Tofu/Terraform remote providers fail on init; provider not found in mirror search locations."
1569,OPEN,2026-06-02,"",defect,observability,auth-logic,degraded,high,no,observability,auth-logic,degraded,,,"Storage health probe uses bucket-admin op (storage.buckets.get); object-only credentials get 403 -> /health 503."
1570,OPEN,2026-06-02,"",feature,storage-cas,n/a,none,high,no,storage-cas,n/a,none,,,"Request admin reindex-storage endpoint to recover ghost artifacts (S3 objects with no DB record)."
1571,OPEN,2026-06-02,"",enhancement,proxy-remote,performance-scaling,degraded,high,no,proxy-remote,performance-scaling,degraded,,,"list_cached_artifacts loads every sidecar before paginating (O(N)); also per_page==0 divide-by-zero guard."
1572,OPEN,2026-06-02,"",defect,ci-cd-release,build-ci,cosmetic,high,no,ci-cd-release,build-ci,cosmetic,,,"docker-publish/release verify steps still expect backend:<v>-alpine after Alpine builds suspended; false red."
1573,OPEN,2026-06-02,"",defect,storage-cas,inv-streaming,outage-oom,high,no,storage-cas,inv-streaming,outage-oom,,,"incus/OCI uploads stage to /tmp by default; multi-GiB pushes evict K8s pod; orphan temp files leak."
1576,CLOSED,2026-06-02,2026-06-03,defect,migration-import,validation-input,wrong-result,high,yes,migration-import,format-compat,wrong-result,med,"PR1575 migration_service.rs to_artifact_keeper returns Nexus terms vs AK enum","to_artifact_keeper() returns Nexus types (hosted/proxy/group) not AK enum, breaking all JFrog->AK migrations."
1577,OPEN,2026-06-03,"",automated-report,ci-cd-release,n/a,none,high,no,ci-cd-release,n/a,none,,,"Bot-filed nightly E2E test failure report; no detail on cause."
1578,CLOSED,2026-06-03,2026-06-04,defect,api-routing,build-ci,degraded,high,yes,api-routing,build-ci,degraded,high,"PR1579 repositories.rs E0063 compile fix from two-PR merge collision","main fails to compile: build_cached_artifact_response missing cache fields (E0063) from two-PR merge collision."
1580,CLOSED,2026-06-03,2026-06-03,defect,format-npm,inv-cache-correctness,cosmetic,high,yes,format-npm,inv-cache-correctness,cosmetic,high,"PR1581 repositories.rs npm cache metadata keyed on wrong path shape","npm cache-freshness fields null: lookup keys on stored path not upstream URL path, so cache metadata misses."
1582,CLOSED,2026-06-03,2026-06-04,defect,format-pypi,auth-logic,wrong-result,high,yes,format-pypi,design-gap-other,wrong-result,med,"PR1583/1584 pypi.rs+proxy_helpers shadowing guard name-only too broad; not auth","PyPI virtual download shadowing guard is name-only; locally-published v2 blocks proxy fetch of remote v1.x (404)."
1585,CLOSED,2026-06-03,2026-06-04,defect,migration-import,path-normalization,wrong-result,high,yes,migration-import,path-normalization,wrong-result,high,"PR1586 migration_worker.rs strips Maven/sbt group prefix from paths","Migration worker strips Maven/sbt group prefix from artifact paths, causing 404 on /maven /sbt resolution."
1587,CLOSED,2026-06-03,2026-06-03,defect,api-routing,build-ci,degraded,high,yes,api-routing,build-ci,degraded,high,"PR1588 repositories.rs build_cached_artifact_response missing fields E0063","build_cached_artifact_response omits cache_cached_at/cache_expires_at, breaking lib test build (E0063)."
1589,CLOSED,2026-06-03,2026-06-03,chore,ci-cd-release,n/a,none,high,no,ci-cd-release,n/a,none,,,"Add native git hooks (.githooks) for fmt/clippy/test before push; align CONTRIBUTING with CI gates."
1591,CLOSED,2026-06-03,2026-06-03,defect,api-routing,build-ci,degraded,high,no,api-routing,build-ci,degraded,,,"main fails to compile: build_cached_artifact_response missing cache_cached_at/cache_expires_at from merge collision."
1593,CLOSED,2026-06-03,2026-06-03,infra,ci-cd-release,build-ci,degraded,high,no,ci-cd-release,build-ci,degraded,,,"CI rustc OOM (signal 9) on lib-test; test job lacked CARGO_BUILD_JOBS cap and debuginfo not disabled."
1595,OPEN,2026-06-03,"",defect,format-maven,format-compat,wrong-result,high,no,format-maven,format-compat,wrong-result,,,"Maven virtual does not proxy group-level plugin-prefix maven-metadata.xml, breaking mvn <prefix>:<goal>."
1596,CLOSED,2026-06-04,2026-06-04,defect,ci-cd-release,build-ci,cosmetic,high,yes,ci-cd-release,build-ci,cosmetic,high,"PR1597 Cargo.toml workspace version finalize; release/version baking issue","v1.2.0 released without finalizing workspace version; backend reports 1.2.0-rc.2 in UI footer."
1599,OPEN,2026-06-04,"",defect,format-maven,performance-scaling,degraded,med,no,format-maven,performance-scaling,degraded,,,"Maven remote/virtual checksum requests do a failing DB lookup before proxying upstream; wasteful, can mask result."
1600,OPEN,2026-06-04,"",defect,format-pypi,inv-cache-correctness,wrong-result,high,no,format-pypi,inv-cache-correctness,wrong-result,,,"PyPI virtual unions remote versions into index but binds download to local member, 404s + dependency confusion."
1602,OPEN,2026-06-04,"",feature,rate-limiting,n/a,none,high,no,rate-limiting,n/a,none,,,"Request first-class RATE_LIMIT_ENABLED flag; today 0 means block-all, no way to fully disable rate limiting."
1606,OPEN,2026-06-04,"",defect,proxy-remote,inv-coordination,data-integrity,high,no,proxy-remote,inv-coordination,data-integrity,,,"Per-process singleflight races across 8 replicas serving partial/truncated artifacts and .sha1 to Coursier."
1607,OPEN,2026-06-04,"",enhancement,storage-cas,n/a,none,high,no,storage-cas,n/a,none,,,"Epic to convert streaming/coordination/blob-lifecycle/cache-correctness disciplines into enforced invariants."
1608,OPEN,2026-06-04,"",enhancement,storage-cas,n/a,none,high,no,storage-cas,n/a,none,,,"Hardening task: enforce streaming invariant, no full-body buffering on artifact paths; convert GCS/scanner/tmp."
1609,OPEN,2026-06-04,"",enhancement,proxy-remote,n/a,none,high,no,proxy-remote,n/a,none,,,"Hardening task: replace per-process singleflight with Postgres advisory-lock cross-replica coordination."
1610,OPEN,2026-06-04,"",enhancement,storage-cas,n/a,none,high,no,storage-cas,n/a,none,,,"Hardening task: add ref-counted mark-and-sweep blob GC, grace window, single-leader, fix orphans/ghosts/S3 delete."
1611,OPEN,2026-06-04,"",enhancement,virtual-repo,n/a,none,high,no,virtual-repo,n/a,none,,,"Hardening task: add immutable-vs-mutable cache classification to FormatHandler with conditional revalidation."
